Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Sensory neuropathy	1/81	0.03977837723795202	0.06857915579628318	0	0	27.65277777777778	89.16449601956255	CACNA1A
Congenital ear anomaly NOS (disorder)	1/81	0.03977837723795202	0.06857915579628318	0	0	27.65277777777778	89.16449601956255	KIT
Acute myelomonocytic leukemia	1/81	0.03977837723795202	0.06857915579628318	0	0	27.65277777777778	89.16449601956255	KIT
Decreased size of teeth	1/82	0.04026043907859986	0.06921837868912077	0	0	27.310013717421125	87.73030443537515	AXIN2
Carcinoma, Neuroendocrine	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	KIT
bone destruction	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	CXCL12
HIV-1 infection	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	CXCL12
Paraganglioma	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	KIT
Adverse reaction to drug	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	CLU
Drug toxicity	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	CLU
Protein Deficiency	1/83	0.040742283114183236	0.06921837868912077	0	0	26.975609756097562	86.33513767066536	ALDH1A1
Retrusion of upper jaw bones	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	AXIN2
Maxillary retrognathia	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	AXIN2
Skin Ulcer	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	CXCL12
Soft Tissue Neoplasms	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	KIT
Hypoplasia of the maxilla	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	AXIN2
Hypotrophic maxilla	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	AXIN2
Decreased projection of maxilla	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	AXIN2
Deficiency of upper jaw bones	1/84	0.04122390942081947	0.06921837868912077	0	0	26.649263721552877	84.97748965941867	AXIN2
Alzheimer's Disease, Focal Onset	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CLU
Cicatrix, Hypertrophic	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CXCL12
Hurthle Cell Tumor	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	KIT
Hypogammaglobulinemia	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CXCL12
Acute Confusional Senile Dementia	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CLU
Demyelinating Diseases	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CXCL12
Alcoholic Liver Diseases	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	ALDH1A1
Prostatic Hyperplasia	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CLU
Lesion of brain	1/85	0.041705318095063774	0.06921837868912077	0	0	26.33068783068783	83.65592938917332	CLU
Cystadenocarcinoma, Serous	1/86	0.0421865092184754	0.06980862834962001	0	0	26.019607843137255	82.36909635390154	ALDH1A1
Headache	1/86	0.0421865092184754	0.06980862834962001	0	0	26.019607843137255	82.36909635390154	CACNA1A
Impaired cognition	2/671	0.04230519055174934	0.0699009983559365	0	0	7.220104633781764	22.83607539545954	CACNA1A;CLU
Gynecomastia	1/87	0.04266748288266354	0.07008307380431589	0	0	25.71576227390181	81.11569629500502	KIT
Hemangiosarcoma	1/87	0.04266748288266354	0.07008307380431589	0	0	25.71576227390181	81.11569629500502	KIT
Nevus	1/87	0.04266748288266354	0.07008307380431589	0	0	25.71576227390181	81.11569629500502	KIT
Lipoma	1/87	0.04266748288266354	0.07008307380431589	0	0	25.71576227390181	81.11569629500502	KIT
Myoclonic Epilepsies, Progressive	1/88	0.0431482391729825	0.07066397932305823	0	0	25.41890166028097	79.89449726957503	CACNA1A
Alcohol Use Disorder	1/88	0.0431482391729825	0.07066397932305823	0	0	25.41890166028097	79.89449726957503	ALDH1A1
Retinal Degeneration	1/89	0.043628778176876784	0.07082551516414512	0	0	25.12878787878788	78.70432597937861	CLU
Osteoarthrosis Deformans	1/89	0.043628778176876784	0.07082551516414512	0	0	25.12878787878788	78.70432597937861	CLU
Creutzfeldt-Jakob disease	1/89	0.043628778176876784	0.07082551516414512	0	0	25.12878787878788	78.70432597937861	ALDH1A1
Acute Kidney Insufficiency	1/89	0.043628778176876784	0.07082551516414512	0	0	25.12878787878788	78.70432597937861	CLU
Central neuroblastoma	3/1655	0.04365180801657992	0.07082551516414512	0	0	4.757350397786233	14.89769308814012	CXCL12;KIT;CLU
Secondary malignant neoplasm of lung	2/683	0.04369271888723341	0.07082551516414512	0	0	7.088472834067548	22.19098738323626	CXCL12;CLU
MYELODYSPLASTIC SYNDROME	2/683	0.04369271888723341	0.07082551516414512	0	0	7.088472834067548	22.19098738323626	CXCL12;KIT
Acute kidney injury	1/92	0.04506909232552398	0.07284423061916086	0	0	24.296703296703296	75.30905521028181	CLU
Adrenal Cortical Adenoma	1/92	0.04506909232552398	0.07284423061916086	0	0	24.296703296703296	75.30905521028181	AXIN2
Small for gestational age (disorder)	1/93	0.04554876304685277	0.07329989074978333	0	0	24.031400966183575	74.2323201774775	THRB
Subarachnoid Hemorrhage	1/93	0.04554876304685277	0.07329989074978333	0	0	24.031400966183575	74.2323201774775	CTSG
Low Birth Weights	1/93	0.04554876304685277	0.07329989074978333	0	0	24.031400966183575	74.2323201774775	THRB
Macroglossia	1/94	0.04602821692612118	0.07364514708179389	0	0	23.77180406212664	73.18151447362185	THRB
Myelodysplasia	1/94	0.04602821692612118	0.07364514708179389	0	0	23.77180406212664	73.18151447362185	KIT
Traditional Serrated Adenoma	1/94	0.04602821692612118	0.07364514708179389	0	0	23.77180406212664	73.18151447362185	CLU
AMYOTROPHIC LATERAL SCLEROSIS 1	1/94	0.04602821692612118	0.07364514708179389	0	0	23.77180406212664	73.18151447362185	CLU
Membranous glomerulonephritis	1/95	0.046507454029938514	0.07398610712631135	0	0	23.5177304964539	72.15575261450543	CLU
Intermittent migraine headaches	1/95	0.046507454029938514	0.07398610712631135	0	0	23.5177304964539	72.15575261450543	CACNA1A
Polyneuropathy	1/95	0.046507454029938514	0.07398610712631135	0	0	23.5177304964539	72.15575261450543	CLU
Agenesis	1/95	0.046507454029938514	0.07398610712631135	0	0	23.5177304964539	72.15575261450543	AXIN2
Neuroblastoma	3/1698	0.046597663131705234	0.07402371628922318	0	0	4.625790139064476	14.183620328305706	CXCL12;KIT;CLU
Hyperactive behavior	2/709	0.046759160689522225	0.07411199943812075	0	0	6.8185997171145685	20.883632816986307	CXCL12;KIT
Leukemia, Myelocytic, Acute	3/1703	0.0469468707220076	0.07411199943812075	0	0	4.610924369747899	14.103612936267169	CXCL12;KIT;CTSG
Retinal Detachment	1/96	0.04698647446391648	0.07411199943812075	0	0	23.269005847953217	71.15418818005004	CXCL12
Steroid Sulfatase Deficiency Disease	1/96	0.04698647446391648	0.07411199943812075	0	0	23.269005847953217	71.15418818005004	KIT
PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE	1/96	0.04698647446391648	0.07411199943812075	0	0	23.269005847953217	71.15418818005004	ALDH1A1
Hemoglobin measurement	1/97	0.047465278302624564	0.07476117489025286	0	0	23.025462962962962	70.17601174086535	THRB
Mycobacterium Infections	1/98	0.04794386563583509	0.07530166467097263	0	0	22.786941580756015	69.220448859451	CTSG
Central Serous Chorioretinopathy	1/98	0.04794386563583509	0.07530166467097263	0	0	22.786941580756015	69.220448859451	ALDH1A1
Ischemia of kidney	1/99	0.048422236549271094	0.0754240417422268	0	0	22.55328798185941	68.28675824910428	CLU
Polymyositis	1/100	0.04890039114183046	0.0754240417422268	0	0	22.32435465768799	67.37423003045056	CXCL12
Rash and Dermatitis Adverse Event Associated with Chemoradiation	1/100	0.04890039114183046	0.0754240417422268	0	0	22.32435465768799	67.37423003045056	ALDH1A1
Atonic Absence Seizures	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Mean corpuscular hemoglobin concentration determination	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	THRB
Generalized Absence Seizures	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Single Seizure	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Sleep disturbances	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	THRB
Gustatory seizure	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Hemangioma	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Non-epileptic convulsion	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Nonepileptic Seizures	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Olfactory seizure	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Seizures, Auditory	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Seizures, Clonic	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Seizures, Sensory	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Seizures, Somatosensory	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Vertiginous seizure	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Xeroderma Pigmentosum	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	KIT
Jacksonian Seizure	1/101	0.04937832948591827	0.0754240417422268	0	0	22.1	66.48218412151981	CLU
Childhood Acute Myeloid Leukemia	1/102	0.049856051675230315	0.07584121677545295	0	0	21.88008800880088	65.60996868685889	KIT
Inflammatory Breast Carcinoma	1/102	0.049856051675230315	0.07584121677545295	0	0	21.88008800880088	65.60996868685889	ALDH1A1
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	1/102	0.049856051675230315	0.07584121677545295	0	0	21.88008800880088	65.60996868685889	CXCL12
Epileptic Seizures	1/103	0.050333557792203866	0.07625465431189468	0	0	21.664488017429193	64.75695871628933	CLU
Ichthyosis, X-Linked	1/103	0.050333557792203866	0.07625465431189468	0	0	21.664488017429193	64.75695871628933	KIT
HIV Coinfection	1/103	0.050333557792203866	0.07625465431189468	0	0	21.664488017429193	64.75695871628933	CXCL12
Astrocytoma	2/741	0.050643547865105186	0.07645691866842755	0	0	6.5125169147496615	19.426469628754422	CXCL12;CLU
Depressive disorder	2/741	0.050643547865105186	0.07645691866842755	0	0	6.5125169147496615	19.426469628754422	KIT;CLU
Tonic Seizures	1/104	0.050810847928028736	0.07645691866842755	0	0	21.45307443365696	63.922554665894864	CLU
Acute pancreatitis	1/104	0.050810847928028736	0.07645691866842755	0	0	21.45307443365696	63.922554665894864	KIT
Ischemia	1/104	0.050810847928028736	0.07645691866842755	0	0	21.45307443365696	63.922554665894864	CXCL12
Neurodegenerative Disorders	2/745	0.05113747405670614	0.07684442047440167	0	0	6.476110363391656	19.25501550155538	CACNA1A;CLU
Carotid Atherosclerosis	1/105	0.051287922166042506	0.07696649048399361	0	0	21.245726495726494	63.10618119534448	CXCL12
Endometriosis	2/749	0.051633236385825274	0.07738026800678935	0	0	6.440093708165997	19.08579536667028	CXCL12;CACNA1A
Chronic graft-versus-host disease	1/106	0.05176478059643375	0.07747299599358591	0	0	21.04232804232804	62.30728596638391	CLU
Basal cell carcinoma	1/107	0.05224142330784828	0.07797646002460039	0	0	20.842767295597483	61.52533852087739	CXCL12
Alcohol abuse	1/107	0.05224142330784828	0.07797646002460039	0	0	20.842767295597483	61.52533852087739	ALDH1A1
Red cell distribution width determination	1/108	0.052717850378226405	0.07805892093287319	0	0	20.64693665628245	60.75982922373895	THRB
Secondary Neoplasm	1/108	0.052717850378226405	0.07805892093287319	0	0	20.64693665628245	60.75982922373895	CXCL12
Leukemia, Myelomonocytic, Chronic	1/108	0.052717850378226405	0.07805892093287319	0	0	20.64693665628245	60.75982922373895	KIT
Tumor Promotion	1/108	0.052717850378226405	0.07805892093287319	0	0	20.64693665628245	60.75982922373895	CXCL12
Waldenstrom Macroglobulinemia	1/108	0.052717850378226405	0.07805892093287319	0	0	20.64693665628245	60.75982922373895	CXCL12
RDW - Red blood cell distribution width result	1/108	0.052717850378226405	0.07805892093287319	0	0	20.64693665628245	60.75982922373895	THRB
Oligospermia	1/109	0.053194061897419175	0.07855484306763628	0	0	20.454732510288064	60.01026825392258	CLU
Convulsive Seizures	1/109	0.053194061897419175	0.07855484306763628	0	0	20.454732510288064	60.01026825392258	CLU
Lethargy	1/110	0.05367005795312965	0.07904782045547043	0	0	20.26605504587156	59.276184666906936	CACNA1A
Luminal A Breast Carcinoma	1/110	0.05367005795312965	0.07904782045547043	0	0	20.26605504587156	59.276184666906936	ALDH1A1
Cerebrovascular accident	2/768	0.05401294797257144	0.07943294534368851	0	0	6.274151436031332	18.311308500751075	CXCL12;CACNA1A
Umbilical hernia	1/111	0.054145838642550265	0.07943294534368851	0	0	20.08080808080808	58.55712550002727	THRB
Plasmacytoma	1/111	0.054145838642550265	0.07943294534368851	0	0	20.08080808080808	58.55712550002727	KIT
Merkel cell carcinoma	1/112	0.05462140403176767	0.07981471916337142	0	0	19.8988988988989	57.85265494685789	KIT
Cholera	1/112	0.05462140403176767	0.07981471916337142	0	0	19.8988988988989	57.85265494685789	KIT
Synovitis	1/112	0.05462140403176767	0.07981471916337142	0	0	19.8988988988989	57.85265494685789	CLU
Adenocarcinoma, Clear Cell	1/113	0.055096754219821284	0.080193181534609	0	0	19.720238095238095	57.16235353894127	ALDH1A1
Erythema	1/113	0.055096754219821284	0.080193181534609	0	0	19.720238095238095	57.16235353894127	KIT
Paresis	1/113	0.055096754219821284	0.080193181534609	0	0	19.720238095238095	57.16235353894127	CACNA1A
Neuroectodermal Tumor, Primitive	1/114	0.055571889296304126	0.08046346471027369	0	0	19.54473942969518	56.48581741086853	KIT
Testicular Germ Cell Tumor	1/114	0.055571889296304126	0.08046346471027369	0	0	19.54473942969518	56.48581741086853	KIT
Urticaria	1/114	0.055571889296304126	0.08046346471027369	0	0	19.54473942969518	56.48581741086853	KIT
leiomyosarcoma	1/114	0.055571889296304126	0.08046346471027369	0	0	19.54473942969518	56.48581741086853	KIT
Epileptic drop attack	1/115	0.056046809334145735	0.08099474748580258	0	0	19.37231968810916	55.822657592283626	CLU
Rheumatoid Arthritis	3/1833	0.056510441920943726	0.08099474748580258	0	0	4.252927400468384	12.220063229002664	CXCL12;ALDH1A1;CLU
Acute Myeloid Leukemia, M1	1/116	0.05652151443253849	0.08099474748580258	0	0	19.202898550724637	55.17249932078826	KIT
Alzheimer Disease, Early Onset	1/116	0.05652151443253849	0.08099474748580258	0	0	19.202898550724637	55.17249932078826	CLU
Ataxia, Spinocerebellar	1/116	0.05652151443253849	0.08099474748580258	0	0	19.202898550724637	55.17249932078826	CACNA1A
Familial (FPAH)	1/116	0.05652151443253849	0.08099474748580258	0	0	19.202898550724637	55.17249932078826	KIT
Complex partial seizures	1/116	0.05652151443253849	0.08099474748580258	0	0	19.202898550724637	55.17249932078826	CLU
Ischemic cardiomyopathy	1/116	0.05652151443253849	0.08099474748580258	0	0	19.202898550724637	55.17249932078826	CXCL12
Muscle Hypertonia	1/117	0.05699600466701817	0.08146472646494114	0	0	19.03639846743295	54.53498142318387	CACNA1A
Teratoma	1/117	0.05699600466701817	0.08146472646494114	0	0	19.03639846743295	54.53498142318387	KIT
Red Blood Cell Count measurement	1/118	0.057470280137791985	0.08189465465343641	0	0	18.872744539411205	53.909755696325554	THRB
Convulsions	1/118	0.057470280137791985	0.08189465465343641	0	0	18.872744539411205	53.909755696325554	CLU
Malignant neoplasm of pancreas	3/1846	0.05751773856504842	0.08189465465343641	0	0	4.219905433687311	12.050623092502015	CXCL12;ALDH1A1;CLU
Hyperalgesia	1/119	0.05794434091963676	0.08239655639723284	0	0	18.71186440677966	53.29648635296648	CTSG
Liver Cirrhosis, Experimental	2/801	0.05824178490565454	0.08271374816741744	0	0	6.004693366708385	17.072257324883306	CXCL12;ALDH1A1
Liver Failure, Acute	1/120	0.05841818710428844	0.08275289689167993	0	0	18.553688141923438	52.69484946624011	CXCL12
Neurologic Symptoms	1/120	0.05841818710428844	0.08275289689167993	0	0	18.553688141923438	52.69484946624011	CACNA1A
Hypodontia	1/121	0.058891818780966686	0.0830008903478263	0	0	18.39814814814815	52.104532462734575	AXIN2
Acute Myeloid Leukemia (AML-M2)	1/121	0.058891818780966686	0.0830008903478263	0	0	18.39814814814815	52.104532462734575	KIT
Adult Acute Lymphocytic Leukemia	1/121	0.058891818780966686	0.0830008903478263	0	0	18.39814814814815	52.104532462734575	KIT
Juvenile Myelomonocytic Leukemia	1/121	0.058891818780966686	0.0830008903478263	0	0	18.39814814814815	52.104532462734575	KIT
Pancreatic carcinoma	3/1869	0.05932236970010983	0.0832460812923628	0	0	4.16260909508498	11.75840835986311	CXCL12;ALDH1A1;CLU
Gastrointestinal Neoplasms	1/122	0.0593652360295357	0.0832460812923628	0	0	18.245179063360883	51.52523363729626	CXCL12
Congenital heart disease	1/122	0.0593652360295357	0.0832460812923628	0	0	18.245179063360883	51.52523363729626	CXCL12
Pilocytic Astrocytoma	1/122	0.0593652360295357	0.0832460812923628	0	0	18.245179063360883	51.52523363729626	KIT
Absence Seizures	1/123	0.059838438928516126	0.08380395980920646	0	0	18.094717668488162	50.95666168783963	CLU
CNS disorder	1/124	0.060311427588576154	0.08425415512373956	0	0	17.946702800361336	50.39853526607874	CXCL12
Hyperthyroidism	1/124	0.060311427588576154	0.08425415512373956	0	0	17.946702800361336	50.39853526607874	THRB
Familial M??ni??re disease	1/125	0.06078420207477788	0.08470179537237219	0	0	17.801075268817204	49.85058258369441	CACNA1A
Peripheral Arterial Diseases	1/125	0.06078420207477788	0.08470179537237219	0	0	17.801075268817204	49.85058258369441	CXCL12
Generalized seizures	1/126	0.06125676247542812	0.08504059909198011	0	0	17.657777777777778	49.3125409946923	CLU
Nodule	1/126	0.06125676247542812	0.08504059909198011	0	0	17.657777777777778	49.3125409946923	KIT
Spastic Paraplegia, Hereditary	1/126	0.06125676247542812	0.08504059909198011	0	0	17.657777777777778	49.3125409946923	CACNA1A
Ependymoma	1/128	0.062201241380010173	0.08613671284504522	0	0	17.37795275590551	48.26518401321974	KIT
Sarcomatoid Renal Cell Carcinoma	1/128	0.062201241380010173	0.08613671284504522	0	0	17.37795275590551	48.26518401321974	ALDH1A1
Amyloidosis	2/833	0.0624550274277875	0.08636004210445228	0	0	5.763838748495788	15.984903238240044	CXCL12;CLU
Hepatitis, Autoimmune	1/129	0.06267316005242175	0.08636004210445228	0	0	17.241319444444443	47.75538577401706	CXCL12
Seizures, Focal	1/129	0.06267316005242175	0.08636004210445228	0	0	17.241319444444443	47.75538577401706	CLU
Endometrial adenocarcinoma	1/129	0.06267316005242175	0.08636004210445228	0	0	17.241319444444443	47.75538577401706	CXCL12
Uveitis	1/130	0.06314486499159115	0.08690233894882346	0	0	17.1068044788975	47.25453226369782	CXCL12
Mouth Neoplasms	1/132	0.06408763400637407	0.08776533129936942	0	0	16.843935538592028	46.27877775631816	CXCL12
Nausea and vomiting	1/132	0.06408763400637407	0.08776533129936942	0	0	16.843935538592028	46.27877775631816	KIT
Night Blindness	1/132	0.06408763400637407	0.08776533129936942	0	0	16.843935538592028	46.27877775631816	CACNA1A
precancerous lesions	1/132	0.06408763400637407	0.08776533129936942	0	0	16.843935538592028	46.27877775631816	CXCL12
PACHYONYCHIA CONGENITA 3	1/133	0.06455869825192352	0.0883016881379323	0	0	16.715488215488215	45.803453495550436	CLU
Thyroid Gland Follicular Adenoma	1/134	0.06502954909759474	0.08883643562226702	0	0	16.588972431077693	45.33622688859099	CXCL12
Flexion contractures of joints	1/135	0.06550018663706729	0.08893309833994974	0	0	16.46434494195688	44.87690266099937	CACNA1A
Neurilemmoma	1/135	0.06550018663706729	0.08893309833994974	0	0	16.46434494195688	44.87690266099937	KIT
Hirschsprung Disease	1/135	0.06550018663706729	0.08893309833994974	0	0	16.46434494195688	44.87690266099937	KIT
Hormone refractory prostate cancer	1/135	0.06550018663706729	0.08893309833994974	0	0	16.46434494195688	44.87690266099937	CLU
Dystonia Disorders	1/135	0.06550018663706729	0.08893309833994974	0	0	16.46434494195688	44.87690266099937	CACNA1A
Amyotrophic Lateral Sclerosis, Sporadic	1/136	0.06597061096485848	0.08935361680014936	0	0	16.34156378600823	44.425291631018546	CLU
Flexion contracture	1/136	0.06597061096485848	0.08935361680014936	0	0	16.34156378600823	44.425291631018546	CACNA1A
Prominent eyes	1/137	0.06644082214506918	0.08966285706955937	0	0	16.220588235294116	43.98121048429159	THRB
Protruding eyes	1/137	0.06644082214506918	0.08966285706955937	0	0	16.220588235294116	43.98121048429159	THRB
Pruritus	1/137	0.06644082214506918	0.08966285706955937	0	0	16.220588235294116	43.98121048429159	KIT
Collecting Duct Carcinoma of the Kidney	1/138	0.06691082028574227	0.0900784892950913	0	0	16.101378751013787	43.544481533030364	ALDH1A1
Ureteral obstruction	1/138	0.06691082028574227	0.0900784892950913	0	0	16.101378751013787	43.544481533030364	CLU
Differentiated Thyroid Gland Carcinoma	1/139	0.0673806054536277	0.09049182761405072	0	0	15.98389694041868	43.114932524579174	THRB
Prominent globes	1/139	0.0673806054536277	0.09049182761405072	0	0	15.98389694041868	43.114932524579174	THRB
Contracture of joint	1/140	0.06785017773889719	0.09101254239523966	0	0	15.86810551558753	42.692396422608226	CACNA1A
Myeloid Leukemia, Chronic	2/876	0.06828444568712537	0.0914215708888929	0	0	5.467963386727689	14.676414386913544	CXCL12;KIT
Electroencephalogram abnormal	1/141	0.06831953723801258	0.0914215708888929	0	0	15.753968253968255	42.27671121747236	CACNA1A
Lymphatic Metastasis	1/142	0.06878868402799701	0.09171824537066267	0	0	15.641449960598896	41.86771974668722	CXCL12
Exophthalmos	1/142	0.06878868402799701	0.09171824537066267	0	0	15.641449960598896	41.86771974668722	THRB
Clear-cell metastatic renal cell carcinoma	1/142	0.06878868402799701	0.09171824537066267	0	0	15.641449960598896	41.86771974668722	KIT
Substance Use Disorders	1/143	0.06925761819784873	0.09223289992336263	0	0	15.530516431924882	41.46526951018726	ALDH1A1
Malignant tumor of cervix	2/884	0.06938959230729856	0.09229811799726795	0	0	5.416099773242631	14.450253794210974	ALDH1A1;CLU
Thrombocythemia, Essential	1/145	0.07019484901226249	0.09325767276181109	0	0	15.313271604938272	40.67940505968954	CXCL12
Glaucoma, Primary Open Angle	1/147	0.07113123037086004	0.0942764340552996	0	0	15.101978691019786	39.91798490572592	CLU
Monosomy	1/147	0.07113123037086004	0.0942764340552996	0	0	15.101978691019786	39.91798490572592	KIT
Dystonic disease	1/148	0.07159910271953598	0.09478357407633811	0	0	14.998488284202569	39.54610515433267	CACNA1A
Mild cognitive disorder	1/150	0.07253421117312703	0.09572831316072349	0	0	14.795674869500372	38.81936703082998	CLU
Monoclonal Gammopathy of Undetermined Significance	1/150	0.07253421117312703	0.09572831316072349	0	0	14.795674869500372	38.81936703082998	KIT
Acute lymphocytic leukemia	2/907	0.0726019219777143	0.09572831316072349	0	0	5.2720994475138125	13.827472023687864	CXCL12;KIT
Malignant Squamous Cell Neoplasm	1/151	0.07300144744630711	0.09572831316072349	0	0	14.696296296296296	38.464263732129254	ALDH1A1
Lung Diseases, Interstitial	1/151	0.07300144744630711	0.09572831316072349	0	0	14.696296296296296	38.464263732129254	KIT
Thickened facial skin with coarse facial features	1/151	0.07300144744630711	0.09572831316072349	0	0	14.696296296296296	38.464263732129254	THRB
Primary Sj??gren's syndrome	1/151	0.07300144744630711	0.09572831316072349	0	0	14.696296296296296	38.464263732129254	CXCL12
Pulmonary Hypertension	1/151	0.07300144744630711	0.09572831316072349	0	0	14.696296296296296	38.464263732129254	CLU
Crohn Disease	2/912	0.07330704155350258	0.09588842807288699	0	0	5.241758241758242	13.69723117472657	CXCL12;ALDH1A1
Coronary heart disease	2/913	0.07344835318845783	0.09588842807288699	0	0	5.235729967069155	13.671395664883795	CXCL12;CLU
Coarse facial features	1/152	0.07346847186879471	0.09588842807288699	0	0	14.59823399558499	38.11451335774776	THRB
Pre-Eclampsia	1/152	0.07346847186879471	0.09588842807288699	0	0	14.59823399558499	38.11451335774776	CLU
Ulcerative Colitis	2/915	0.07373126331082948	0.09611859882959246	0	0	5.223713033953998	13.619935205014999	CXCL12;CLU
Abdominal Pain	1/153	0.07393528453317921	0.09615910690163192	0	0	14.501461988304094	37.77000181895698	CACNA1A
Primary Effusion Lymphoma	1/153	0.07393528453317921	0.09615910690163192	0	0	14.501461988304094	37.77000181895698	CXCL12
Breast Cancer, Familial	1/154	0.07440188549950799	0.09642761850285884	0	0	14.405954974582425	37.43061817969281	ALDH1A1
Icterus	1/154	0.07440188549950799	0.09642761850285884	0	0	14.405954974582425	37.43061817969281	THRB
Premature Menopause	1/154	0.07440188549950799	0.09642761850285884	0	0	14.405954974582425	37.43061817969281	CXCL12
Monocyte count procedure	1/155	0.0748682748782873	0.0964698976415475	0	0	14.311688311688311	37.09625453392642	THRB
Monocyte count result	1/155	0.0748682748782873	0.0964698976415475	0	0	14.311688311688311	37.09625453392642	THRB
Other specified transient cerebral ischemias	1/155	0.0748682748782873	0.0964698976415475	0	0	14.311688311688311	37.09625453392642	CXCL12
Abnormality of metabolism/homeostasis	1/155	0.0748682748782873	0.0964698976415475	0	0	14.311688311688311	37.09625453392642	KIT
Aplastic Anemia	1/155	0.0748682748782873	0.0964698976415475	0	0	14.311688311688311	37.09625453392642	KIT
Myoclonic Seizures	1/156	0.07533445276005073	0.09695823086710233	0	0	14.21863799283154	36.76680591747282	CLU
Anxiety disease	1/157	0.07580041919374052	0.09744516317160631	0	0	14.126780626780628	36.44217021371992	CACNA1A
Cardiomegaly	1/159	0.07673171814609463	0.09852848796588595	0	0	13.946554149085795	35.80694267122304	THRB
Turner Syndrome	1/160	0.07719705081553525	0.0990116730183105	0	0	13.858141160027952	35.496159958699565	KIT
Eosinophilic disorder	1/161	0.07766217240578246	0.09937898241108183	0	0	13.770833333333334	35.189808228245795	KIT
Juvenile psoriatic arthritis	1/161	0.07766217240578246	0.09937898241108183	0	0	13.770833333333334	35.189808228245795	CLU
androgen independent prostate cancer	1/163	0.07859178267742749	0.10045294521528664	0	0	13.599451303155007	34.5900429790609	CLU
Bone Diseases	1/165	0.07952054962507965	0.10141721115515905	0	0	13.432249322493226	34.00696027874125	CXCL12
Diabetes Mellitus, Insulin-Dependent	2/956	0.07961381897117822	0.10141721115515905	0	0	4.988469601677149	12.623659527804215	CXCL12;AXIN2
Classical Hodgkin's Lymphoma	1/166	0.07998461707111014	0.10141721115515905	0	0	13.35016835016835	33.721469913824805	GNG7
Contracture	1/166	0.07998461707111014	0.10141721115515905	0	0	13.35016835016835	33.721469913824805	CACNA1A
VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)	1/166	0.07998461707111014	0.10141721115515905	0	0	13.35016835016835	33.721469913824805	KIT
